Date,Open,High,Low,Close,Volume
2018-01-02 00:00:00-05:00,39.93399025163347,40.43621588001568,39.722771657019194,40.42682647705078,102223600
2018-01-03 00:00:00-05:00,40.490190741195256,40.964255303118776,40.35642219303837,40.41978454589844,118071600
2018-01-04 00:00:00-05:00,40.49253559819918,40.71079444172855,40.3845825374921,40.6075325012207,89738400
2018-01-05 00:00:00-05:00,40.70375823200148,41.156698465850205,40.61223124489687,41.06986618041992,94640000
2018-01-08 00:00:00-05:00,40.917320251464844,41.213021983305815,40.8187494265099,40.917320251464844,82271200
2018-01-09 00:00:00-05:00,40.9642629693383,41.083951017036306,40.69672224194802,40.91263198852539,86336000
2018-01-10 00:00:00-05:00,40.63804105355738,40.90558171547584,40.6004906074266,40.90323257446289,95839600
2018-01-11 00:00:00-05:00,40.97363356641674,41.18485211334439,40.950167226318456,41.13556671142578,74670800
2018-01-12 00:00:00-05:00,41.34679198028473,41.62372207810548,41.22240924564743,41.56035614013672,101672400
2018-01-16 00:00:00-05:00,41.750445557703614,42.100127375338886,41.33740139041563,41.34913635253906,118263600
2018-01-17 00:00:00-05:00,41.339743036563114,42.067267647244755,41.08628649993311,42.032066345214844,137547200
2018-01-18 00:00:00-05:00,42.09542607592508,42.26674861785587,41.83258015439757,42.069610595703125,124773600
2018-01-19 00:00:00-05:00,41.91707157358285,42.14471622089114,41.63545040010063,41.88187026977539,129700400
2018-01-22 00:00:00-05:00,41.60963653804508,41.72228429562512,41.44535781219759,41.53923034667969,108434400
2018-01-23 00:00:00-05:00,41.609634869826934,42.11186042928691,41.49698711676318,41.548614501953125,130756400
2018-01-24 00:00:00-05:00,41.59789373731901,41.60962869716986,40.64741928551174,40.88679885864258,204420400
2018-01-25 00:00:00-05:00,40.954856156954406,41.058118074688274,40.02081135919201,40.15692901611328,166116000
2018-01-26 00:00:00-05:00,40.36580561399968,40.36580561399968,39.91051630329917,40.25080871582031,156572000
2018-01-29 00:00:00-05:00,39.93399650983338,39.93399650983338,39.20882079099787,39.41769027709961,202561600
2018-01-30 00:00:00-05:00,38.84739402787731,39.279213415752686,38.6526051170296,39.185340881347656,184192800
2018-01-31 00:00:00-05:00,39.161877625713345,39.53033472705951,39.07504533755253,39.29330062866211,129915600
2018-02-01 00:00:00-05:00,39.23226933199359,39.57256167767225,39.13604767574447,39.37542724609375,188923200
2018-02-02 00:00:00-05:00,38.957702208902234,39.145450887556414,37.57306241821802,37.666934967041016,346375200
2018-02-05 00:00:00-05:00,37.33837313664764,38.46016679577537,36.61084843408011,36.72584533691406,290954000
2018-02-06 00:00:00-05:00,36.33626920112963,38.422618146423986,36.141480273828954,38.260684967041016,272975200
2018-02-07 00:00:00-05:00,38.27475571700199,38.34750745588523,37.33132509011948,37.44162368774414,206434400
2018-02-08 00:00:00-05:00,37.617645907713495,37.784273783894626,36.38320446331554,36.4113655090332,217562000
2018-02-09 00:00:00-05:00,37.012255851452416,37.205480239983814,35.40282207384346,36.85673141479492,282690400
2018-02-12 00:00:00-05:00,37.34922082039222,38.61932982623296,37.115934171953185,38.34127426147461,243278000
2018-02-13 00:00:00-05:00,38.162181041249156,38.82197866638515,38.09148779648319,38.725364685058594,130196800
2018-02-14 00:00:00-05:00,38.419036001031955,39.47942405993743,38.381336047155465,39.43936538696289,162579600
2018-02-15 00:00:00-05:00,40.009607831667644,40.787226261286364,39.82345244667649,40.76366424560547,204588800
2018-02-16 00:00:00-05:00,40.615213184598545,41.19489348609223,40.47618541158448,40.63170623779297,160704400
2018-02-20 00:00:00-05:00,40.542157072513376,41.06292323997305,40.393701644077545,40.49502944946289,135722000
2018-02-21 00:00:00-05:00,40.72596553556844,41.029941821835656,40.29709580939052,40.31123733520508,149886400
2018-02-22 00:00:00-05:00,40.48325628570477,40.98988464646129,40.4620493896228,40.6482048034668,123967600
2018-02-23 00:00:00-05:00,40.92391193573638,41.39048170392465,40.89327735042211,41.35513687133789,135249600
2018-02-26 00:00:00-05:00,41.55542177090116,42.27177106953291,41.52243207153538,42.17280197143555,152648800
2018-02-27 00:00:00-05:00,42.20344004173933,42.52862322080652,41.98193621525677,42.0361328125,155712400
2018-02-28 00:00:00-05:00,42.24114660695772,42.56161958993118,41.956022050373114,41.97251510620117,151128400
2018-03-01 00:00:00-05:00,42.071482652551495,42.36367975995876,40.685911403717476,41.23731231689453,195208000
2018-03-02 00:00:00-05:00,40.71889500639775,41.54364112911457,40.63641895588297,41.52243423461914,153816000
2018-03-05 00:00:00-05:00,41.28680004196734,41.88297348928554,41.12420662986085,41.66618347167969,113605600
2018-03-06 00:00:00-05:00,41.92302977255187,42.00314711448065,41.50358769350333,41.63083267211914,95154000
2018-03-07 00:00:00-05:00,41.223170240688404,41.43760510612376,41.065290692306476,41.24437713623047,126814000
2018-03-08 00:00:00-05:00,41.35040428680694,41.736856528903935,41.25379392298792,41.69444274902344,95096400
2018-03-09 00:00:00-05:00,41.93481096207728,42.41551859070438,41.80049342731485,42.410804748535156,128740800
2018-03-12 00:00:00-04:00,42.48384270720596,42.9786917410308,42.46499453436573,42.8208122253418,128828400
2018-03-13 00:00:00-04:00,43.02583138817519,43.24026626913157,42.23643358912816,42.408451080322266,126774000
2018-03-14 00:00:00-04:00,42.49093563833672,42.53806328424649,41.899472356001084,42.04792785644531,117473600
2018-03-15 00:00:00-04:00,42.062052026621785,42.47206996264461,41.96072780085272,42.09739685058594,90975200
2018-03-16 00:00:00-04:00,42.09739211666312,42.208144013440204,41.85468143111522,41.94894027709961,157618800
2018-03-19 00:00:00-04:00,41.784003706662105,41.81934853673094,40.92155389689894,41.308006286621094,133787200
2018-03-20 00:00:00-04:00,41.293853759765625,41.66145424499087,41.22316052900529,41.293853759765625,78597600
2018-03-21 00:00:00-04:00,41.24673482523115,41.25851763313457,40.3560092009763,40.358367919921875,148219600
2018-03-22 00:00:00-04:00,40.0591030669939,40.690621318863954,39.72920600939137,39.788116455078125,165963200
2018-03-23 00:00:00-04:00,39.679712086140285,40.04024365734224,38.86674880981445,38.86674880981445,164115200
2018-03-26 00:00:00-04:00,39.604310813954555,40.7895885337609,39.22021360925439,40.71182632446289,150164800
2018-03-27 00:00:00-04:00,40.92626059766083,41.27265428475455,39.33332353816898,39.66793441772461,163690400
2018-03-28 00:00:00-04:00,39.41109379549831,40.0638226337398,38.92567222897971,39.22964859008789,166674000
2018-03-29 00:00:00-04:00,39.54304156007836,40.47147063196925,39.328606704264416,39.535972595214844,153594000
